10 10.2109 -91.7781
10.1 10.311 -91.7906
10.2 10.411 -91.8027
10.3 10.511 -91.8144
10.4 10.611 -91.8258
10.5 10.7111 -91.8369
10.6 10.8111 -91.8477
10.7 10.9111 -91.8582
10.8 11.0111 -91.8683
10.9 11.1111 -91.8782
11 11.2111 -91.8878
11.1 11.3112 -91.8971
11.2 11.4112 -91.9062
11.3 11.5112 -91.9149
11.4 11.6112 -91.9235
11.5 11.7112 -91.9317
11.6 11.8112 -91.9398
11.7 11.9113 -91.9475
11.8 12.0113 -91.9551
11.9 12.1113 -91.9624
12 12.2113 -91.9695
12.1 12.3113 -91.9764
12.2 12.4113 -91.9831
12.3 12.5114 -91.9896
12.4 12.6114 -91.9959
12.5 12.7114 -92.002
12.6 12.8114 -92.0078
12.7 12.9114 -92.0136
12.8 13.0114 -92.0191
12.9 13.1114 -92.0244
13 13.2115 -92.0296
13.1 13.3115 -92.0346
13.2 13.4115 -92.0394
13.3 13.5115 -92.0441
13.4 13.6115 -92.0486
13.5 13.7115 -92.053
13.6 13.8115 -92.0572
13.7 13.9115 -92.0612
13.8 14.0116 -92.0651
13.9 14.1116 -92.0689
14 14.2116 -92.0725
14.1 14.3116 -92.076
14.2 14.4116 -92.0794
14.3 14.5116 -92.0826
14.4 14.6116 -92.0857
14.5 14.7116 -92.0887
14.6 14.8116 -92.0915
14.7 14.9116 -92.0942
14.8 15.0117 -92.0968
14.9 15.1117 -92.0993
15 15.2117 -92.1017
15.1 15.3117 -92.1039
15.2 15.4117 -92.1061
15.3 15.5117 -92.1081
15.4 15.6117 -92.1101
15.5 15.7117 -92.1119
15.6 15.8117 -92.1136
15.7 15.9117 -92.1153
15.8 16.0118 -92.1168
15.9 16.1118 -92.1183
16 16.2118 -92.1196
16.1 16.3118 -92.1209
16.2 16.4118 -92.122
16.3 16.5118 -92.1231
16.4 16.6118 -92.1241
16.5 16.7118 -92.125
16.6 16.8118 -92.1258
16.7 16.9118 -92.1265
16.8 17.0118 -92.1272
16.9 17.1118 -92.1277
17 17.2119 -92.1282
17.1 17.3119 -92.1286
17.2 17.4119 -92.129
17.3 17.5119 -92.1292
17.4 17.6119 -92.1294
17.5 17.7119 -92.1295
17.6 17.8119 -92.1296
17.7 17.9119 -92.1296
17.8 18.0119 -92.1295
17.9 18.1119 -92.1293
18 18.2119 -92.1291
18.1 18.3119 -92.1288
18.2 18.4119 -92.1284
18.3 18.5119 -92.128
18.4 18.612 -92.1275
18.5 18.712 -92.127
18.6 18.812 -92.1264
18.7 18.912 -92.1257
18.8 19.012 -92.125
18.9 19.112 -92.1242
19 19.212 -92.1234
19.1 19.312 -92.1225
19.2 19.412 -92.1215
19.3 19.512 -92.1205
19.4 19.612 -92.1195
19.5 19.712 -92.1184
19.6 19.812 -92.1172
19.7 19.912 -92.116
19.8 20.012 -92.1147
19.9 20.112 -92.1134
20 20.212 -92.1121
20.1 20.3121 -92.1107
20.2 20.4121 -92.1092
20.3 20.5121 -92.1077
20.4 20.6121 -92.1062
20.5 20.7121 -92.1046
20.6 20.8121 -92.1029
20.7 20.9121 -92.1013
20.8 21.0121 -92.0995
20.9 21.1121 -92.0978
21 21.2121 -92.096
21.1 21.3121 -92.0941
21.2 21.4121 -92.0922
21.3 21.5121 -92.0903
21.4 21.6121 -92.0883
21.5 21.7121 -92.0863
21.6 21.8121 -92.0843
21.7 21.9121 -92.0822
21.8 22.0121 -92.08
21.9 22.1121 -92.0779
22 22.2121 -92.0757
22.1 22.3122 -92.0734
22.2 22.4122 -92.0712
22.3 22.5122 -92.0689
22.4 22.6122 -92.0665
22.5 22.7122 -92.0642
22.6 22.8122 -92.0617
22.7 22.9122 -92.0593
22.8 23.0122 -92.0568
22.9 23.1122 -92.0543
23 23.2122 -92.0518
23.1 23.3122 -92.0492
23.2 23.4122 -92.0466
23.3 23.5122 -92.044
23.4 23.6122 -92.0413
23.5 23.7122 -92.0386
23.6 23.8122 -92.0359
23.7 23.9122 -92.0331
23.8 24.0122 -92.0304
23.9 24.1122 -92.0275
24 24.2122 -92.0247
24.1 24.3122 -92.0218
24.2 24.4122 -92.0189
24.3 24.5122 -92.016
24.4 24.6122 -92.0131
24.5 24.7123 -92.0101
24.6 24.8123 -92.0071
24.7 24.9123 -92.0041
24.8 25.0123 -92.001
24.9 25.1123 -91.9979
25 25.2123 -91.9948
25.1 25.3123 -91.9917
25.2 25.4123 -91.9885
25.3 25.5123 -91.9854
25.4 25.6123 -91.9822
25.5 25.7123 -91.9789
25.6 25.8123 -91.9757
25.7 25.9123 -91.9724
25.8 26.0123 -91.9691
25.9 26.1123 -91.9658
26 26.2123 -91.9625
26.1 26.3123 -91.9591
26.2 26.4123 -91.9557
26.3 26.5123 -91.9523
26.4 26.6123 -91.9489
26.5 26.7123 -91.9454
26.6 26.8123 -91.942
26.7 26.9123 -91.9385
26.8 27.0123 -91.935
26.9 27.1123 -91.9314
27 27.2123 -91.9279
27.1 27.3123 -91.9243
27.2 27.4123 -91.9207
27.3 27.5123 -91.9171
27.4 27.6123 -91.9135
27.5 27.7124 -91.9099
27.6 27.8124 -91.9062
27.7 27.9124 -91.9025
27.8 28.0124 -91.8988
27.9 28.1124 -91.8951
28 28.2124 -91.8913
28.1 28.3124 -91.8876
28.2 28.4124 -91.8838
28.3 28.5124 -91.88
28.4 28.6124 -91.8762
28.5 28.7124 -91.8724
28.6 28.8124 -91.8686
28.7 28.9124 -91.8647
28.8 29.0124 -91.8608
28.9 29.1124 -91.8569
29 29.2124 -91.853
29.1 29.3124 -91.8491
29.2 29.4124 -91.8452
29.3 29.5124 -91.8412
29.4 29.6124 -91.8372
29.5 29.7124 -91.8333
29.6 29.8124 -91.8293
29.7 29.9124 -91.8252
29.8 30.0124 -91.8212
29.9 30.1124 -91.8172
30 30.2124 -91.8131
30.1 30.3124 -91.809
30.2 30.4124 -91.8049
30.3 30.5124 -91.8008
30.4 30.6124 -91.7967
30.5 30.7124 -91.7926
30.6 30.8124 -91.7885
30.7 30.9124 -91.7843
30.8 31.0124 -91.7801
30.9 31.1124 -91.7759
31 31.2124 -91.7717
31.1 31.3124 -91.7675
31.2 31.4124 -91.7633
31.3 31.5125 -91.7591
31.4 31.6125 -91.7548
31.5 31.7125 -91.7506
31.6 31.8125 -91.7463
31.7 31.9125 -91.742
31.8 32.0125 -91.7377
31.9 32.1125 -91.7334
32 32.2125 -91.7291
32.1 32.3125 -91.7247
32.2 32.4125 -91.7204
32.3 32.5125 -91.716
32.4 32.6125 -91.7117
32.5 32.7125 -91.7073
32.6 32.8125 -91.7029
32.7 32.9125 -91.6985
32.8 33.0125 -91.6941
32.9 33.1125 -91.6896
33 33.2125 -91.6852
33.1 33.3125 -91.6808
33.2 33.4125 -91.6763
33.3 33.5125 -91.6718
33.4 33.6125 -91.6673
33.5 33.7125 -91.6629
33.6 33.8125 -91.6584
33.7 33.9125 -91.6538
